@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
814,'2023/06/09 11:32:58:134',8,168,496,0.75,0.75,0.5
815,'2023/06/09 11:32:58:135',8,168,496,0.75,0.75,0.5
816,'2023/06/09 11:32:58:171',8,168,496,0.75,0.75,0.5
817,'2023/06/09 11:32:58:172',8,168,496,0.75,0.75,0.5
818,'2023/06/09 11:32:58:200',8,168,496,0.75,0.75,0.5
819,'2023/06/09 11:32:58:201',8,168,496,0.75,0.75,0.5
820,'2023/06/09 11:32:58:237',8,168,496,0.75,0.75,0.5
821,'2023/06/09 11:32:58:237',8,168,496,0.75,0.75,0.5
822,'2023/06/09 11:32:58:265',8,168,496,0.75,0.75,0.5
823,'2023/06/09 11:32:58:266',8,168,496,0.75,0.75,0.5
824,'2023/06/09 11:32:58:302',8,168,496,0.75,0.75,0.5
825,'2023/06/09 11:32:58:303',8,168,496,0.75,0.75,0.5
826,'2023/06/09 11:32:58:331',8,168,496,0.75,0.75,0.5
827,'2023/06/09 11:32:58:332',8,168,496,0.75,0.75,0.5
828,'2023/06/09 11:32:58:367',8,168,496,0.75,0.75,0.5
829,'2023/06/09 11:32:58:368',8,168,496,0.75,0.75,0.5
830,'2023/06/09 11:32:58:396',8,168,497,0.75,0.75,0.5
831,'2023/06/09 11:32:58:397',8,168,497,0.75,0.75,0.5
832,'2023/06/09 11:32:58:434',8,168,496,0.75,0.75,0.5
833,'2023/06/09 11:32:58:435',8,168,496,0.75,0.75,0.5
834,'2023/06/09 11:32:58:462',8,168,496,0.75,0.75,0.5
835,'2023/06/09 11:32:58:462',8,168,496,0.75,0.75,0.5
836,'2023/06/09 11:32:58:499',8,168,496,0.75,0.75,0.5
837,'2023/06/09 11:32:58:499',8,168,496,0.75,0.75,0.5
838,'2023/06/09 11:32:58:527',8,168,496,0.75,0.75,0.5
839,'2023/06/09 11:32:58:528',8,168,496,0.75,0.75,0.5
840,'2023/06/09 11:32:58:565',8,168,496,0.75,0.75,0.5
841,'2023/06/09 11:32:58:566',8,168,496,0.75,0.75,0.5
842,'2023/06/09 11:32:58:593',8,168,496,0.75,0.75,0.5
843,'2023/06/09 11:32:58:594',8,168,496,0.75,0.75,0.5
844,'2023/06/09 11:32:58:630',8,168,496,0.75,0.75,0.5
845,'2023/06/09 11:32:58:631',8,168,496,0.75,0.75,0.5
846,'2023/06/09 11:32:58:658',8,168,496,0.75,0.75,0.5
847,'2023/06/09 11:32:58:659',8,168,496,0.75,0.75,0.5
848,'2023/06/09 11:32:58:696',8,168,496,0.75,0.75,0.5
849,'2023/06/09 11:32:58:697',8,168,496,0.75,0.75,0.5
850,'2023/06/09 11:32:58:724',8,168,496,0.75,0.75,0.5
851,'2023/06/09 11:32:58:725',8,168,496,0.75,0.75,0.5
852,'2023/06/09 11:32:58:761',8,168,496,0.75,0.75,0.5
853,'2023/06/09 11:32:58:762',8,168,496,0.75,0.75,0.5
854,'2023/06/09 11:32:58:790',8,168,496,0.75,0.75,0.5
855,'2023/06/09 11:32:58:790',8,168,496,0.75,0.75,0.5
856,'2023/06/09 11:32:58:826',8,168,496,0.75,0.75,0.5
857,'2023/06/09 11:32:58:827',8,168,496,0.75,0.75,0.5
858,'2023/06/09 11:33:14:083',9,168,0,0.75,0.75,1
859,'2023/06/09 11:33:14:084',9,168,0,0.75,0.75,1
860,'2023/06/09 11:33:14:112',9,168,0,0.75,0.75,1
861,'2023/06/09 11:33:14:112',9,168,0,0.75,0.75,1
862,'2023/06/09 11:33:14:149',9,168,0,0.75,0.75,1
863,'2023/06/09 11:33:14:149',9,168,0,0.75,0.75,1
864,'2023/06/09 11:33:14:177',9,168,0,0.75,0.75,1
865,'2023/06/09 11:33:14:178',9,168,0,0.75,0.75,1
866,'2023/06/09 11:33:14:214',9,168,0,0.75,0.75,1
867,'2023/06/09 11:33:14:215',9,168,0,0.75,0.75,1
868,'2023/06/09 11:33:14:243',9,168,0,0.75,0.75,1
869,'2023/06/09 11:33:14:243',9,168,0,0.75,0.75,1
870,'2023/06/09 11:33:14:280',9,168,0,0.75,0.75,1
871,'2023/06/09 11:33:14:280',9,168,0,0.75,0.75,1
872,'2023/06/09 11:33:14:308',9,168,0,0.75,0.75,1
873,'2023/06/09 11:33:14:309',9,168,0,0.75,0.75,1
874,'2023/06/09 11:33:14:345',9,168,0,0.75,0.75,1
875,'2023/06/09 11:33:14:346',9,168,0,0.75,0.75,1
876,'2023/06/09 11:33:14:374',9,168,0,0.75,0.75,1
877,'2023/06/09 11:33:14:375',9,168,0,0.75,0.75,1
878,'2023/06/09 11:33:14:410',9,168,0,0.75,0.75,1
879,'2023/06/09 11:33:14:411',9,168,0,0.75,0.75,1
880,'2023/06/09 11:33:14:440',9,168,0,0.75,0.75,1
881,'2023/06/09 11:33:14:441',9,168,0,0.75,0.75,1
882,'2023/06/09 11:33:14:477',9,168,0,0.75,0.75,1
883,'2023/06/09 11:33:14:477',9,168,0,0.75,0.75,1
884,'2023/06/09 11:33:14:505',9,168,0,0.75,0.75,1
885,'2023/06/09 11:33:14:505',9,168,0,0.75,0.75,1
886,'2023/06/09 11:33:14:542',9,168,0,0.75,0.75,1
887,'2023/06/09 11:33:14:542',9,168,0,0.75,0.75,1
888,'2023/06/09 11:33:14:571',9,168,0,0.75,0.75,1
889,'2023/06/09 11:33:14:572',9,168,0,0.75,0.75,1
890,'2023/06/09 11:33:14:583',9,168,0,0.75,0.75,1
891,'2023/06/09 11:33:14:607',9,168,0,0.75,0.75,1
892,'2023/06/09 11:33:14:608',9,168,0,0.75,0.75,1
893,'2023/06/09 11:33:14:636',9,168,0,0.75,0.75,1
894,'2023/06/09 11:33:14:637',9,168,0,0.75,0.75,1
895,'2023/06/09 11:33:14:673',9,168,0,0.75,0.75,1
896,'2023/06/09 11:33:14:674',9,168,0,0.75,0.75,1
897,'2023/06/09 11:33:14:702',9,168,0,0.75,0.75,1
898,'2023/06/09 11:33:14:702',9,168,0,0.75,0.75,1
899,'2023/06/09 11:33:14:738',9,168,0,0.75,0.75,1
900,'2023/06/09 11:33:14:739',9,168,0,0.75,0.75,1
901,'2023/06/09 11:33:14:767',9,168,0,0.75,0.75,1
902,'2023/06/09 11:33:14:768',9,168,0,0.75,0.75,1
903,'2023/06/09 11:33:14:804',9,168,0,0.75,0.75,1
904,'2023/06/09 11:33:14:805',9,168,0,0.75,0.75,1
905,'2023/06/09 11:33:14:832',9,168,0,0.75,0.75,1
906,'2023/06/09 11:33:14:833',9,168,0,0.75,0.75,1
907,'2023/06/09 11:33:14:869',9,168,0,0.75,0.75,1
908,'2023/06/09 11:33:14:870',9,168,0,0.75,0.75,1
909,'2023/06/09 11:33:14:898',9,168,0,0.75,0.75,1
910,'2023/06/09 11:33:14:899',9,168,0,0.75,0.75,1
911,'2023/06/09 11:33:14:935',9,168,0,0.75,0.75,1
912,'2023/06/09 11:33:14:936',9,168,0,0.75,0.75,1
913,'2023/06/09 11:33:14:964',9,168,0,0.75,0.75,1
914,'2023/06/09 11:33:14:964',9,168,0,0.75,0.75,1
915,'2023/06/09 11:33:15:001',9,168,0,0.75,0.75,1
916,'2023/06/09 11:33:15:001',9,168,0,0.75,0.75,1
917,'2023/06/09 11:33:15:029',9,168,0,0.75,0.75,1
918,'2023/06/09 11:33:15:030',9,168,0,0.75,0.75,1
919,'2023/06/09 11:33:15:066',9,168,0,0.75,0.75,1
920,'2023/06/09 11:33:15:067',9,168,0,0.75,0.75,1
921,'2023/06/09 11:33:15:095',9,168,0,0.75,0.75,1
922,'2023/06/09 11:33:15:096',9,168,0,0.75,0.75,1
923,'2023/06/09 11:33:15:131',9,168,0,0.75,0.75,1
924,'2023/06/09 11:33:15:132',9,168,0,0.75,0.75,1
925,'2023/06/09 11:33:15:160',9,168,0,0.75,0.75,1
926,'2023/06/09 11:33:15:161',9,168,0,0.75,0.75,1
927,'2023/06/09 11:33:15:197',9,168,0,0.75,0.75,1
928,'2023/06/09 11:33:15:198',9,168,0,0.75,0.75,1
929,'2023/06/09 11:33:15:226',9,168,0,0.75,0.75,1
930,'2023/06/09 11:33:15:226',9,168,0,0.75,0.75,1
931,'2023/06/09 11:33:15:262',9,168,0,0.75,0.75,1
932,'2023/06/09 11:33:15:263',9,168,0,0.75,0.75,1
933,'2023/06/09 11:33:15:291',9,168,0,0.75,0.75,1
934,'2023/06/09 11:33:15:292',9,168,0,0.75,0.75,1
935,'2023/06/09 11:33:15:328',9,168,0,0.75,0.75,1
936,'2023/06/09 11:33:15:329',9,168,0,0.75,0.75,1
937,'2023/06/09 11:33:15:357',9,168,0,0.75,0.75,1
938,'2023/06/09 11:33:15:358',9,168,0,0.75,0.75,1
939,'2023/06/09 11:33:15:394',9,168,0,0.75,0.75,1
940,'2023/06/09 11:33:15:394',9,168,0,0.75,0.75,1
941,'2023/06/09 11:33:15:423',9,168,0,0.75,0.75,1
942,'2023/06/09 11:33:15:423',9,168,0,0.75,0.75,1
943,'2023/06/09 11:33:15:459',9,168,0,0.75,0.75,1
944,'2023/06/09 11:33:15:460',9,168,0,0.75,0.75,1
945,'2023/06/09 11:33:15:488',9,168,0,0.75,0.75,1
946,'2023/06/09 11:33:15:488',9,168,0,0.75,0.75,1
947,'2023/06/09 11:33:15:525',9,168,0,0.75,0.75,1
948,'2023/06/09 11:33:15:526',9,168,0,0.75,0.75,1
949,'2023/06/09 11:33:15:553',9,168,0,0.75,0.75,1
950,'2023/06/09 11:33:15:554',9,168,0,0.75,0.75,1
